initial_guess,level,require_v_sum,optimiser,loss_type,constraint_strictness,loss,time
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,17.76827049255371
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.14258193969726562
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,43.39338445663452
random,single,False,SLSQP,l2,0.0,13.830021456284955,0.15038728713989258
random,nested,False,Nelder-Mead,l2,0.05,7.594195720638576,46.1824266910553
random,nested,False,L-BFGS-B,RSS,0.05,56.48725782583944,80.52699828147888
random,single,True,SLSQP,l2,0.0,12.9518596985911,0.14874601364135742
random,nested,False,Nelder-Mead,RSS,1e-08,56.32208171464754,54.05010509490967
random,nested,False,SLSQP,l2,0.01,7.51465619530175,36.385669469833374
random,nested,False,SLSQP,l2,0.05,7.58772162569475,24.89388942718506
random,nested,False,Nelder-Mead,RSS,0.0,57.287809267347775,34.50670266151428
random,nested,False,Nelder-Mead,RSS,0.05,57.78256890728347,35.579264402389526
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,45.29505753517151
random,single,True,SLSQP,RSS,1e-08,262.2092833484549,0.15372323989868164
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,44.1493444442749
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,42.75131559371948
random,nested,False,Nelder-Mead,l2,0.05,7.594592359306555,43.26338315010071
random,nested,True,SLSQP,l2,0.0,7.481870958634527,32.076165199279785
random,single,False,SLSQP,l2,0.0,13.830021456284955,0.1508784294128418
random,nested,False,SLSQP,l2,0.05,7.58772162569475,23.90954041481018
random,single,True,SLSQP,RSS,1e-08,262.2092833484549,0.1477508544921875
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,18.19199848175049
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.1463015079498291
random,nested,False,Nelder-Mead,l2,0.05,7.593772418635455,42.25010108947754
random,nested,False,L-BFGS-B,l2,1e-08,7.583490940367678,62.474127769470215
random,single,False,SLSQP,l2,1e-08,9.363466460791836,0.1522209644317627
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,28.278283834457397
random,nested,False,L-BFGS-B,l2,0.0,7.626941853967885,49.30547523498535
random,nested,False,L-BFGS-B,l2,0.05,7.609607154169546,71.39933228492737
random,nested,False,Nelder-Mead,RSS,1e-08,56.32208171464754,54.46550941467285
random,nested,False,L-BFGS-B,RSS,0.0,57.761676717994824,88.82350707054138
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,42.3904914855957
random,nested,True,SLSQP,RSS,0.01,57.4551764668491,37.26910352706909
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.1457691192626953
random,nested,False,SLSQP,RSS,0.01,56.92523164562553,40.49639868736267
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,29.536576509475708
random,nested,False,L-BFGS-B,l2,0.01,7.6320491203574035,51.98171520233154
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,45.077871799468994
random,nested,True,SLSQP,RSS,0.0,56.13085239998384,27.031691551208496
random,single,True,SLSQP,RSS,1e-08,262.2092833484549,0.1520698070526123
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.14296197891235352
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,40.489495277404785
random,single,False,SLSQP,RSS,0.01,512.5100180555932,0.14423108100891113
random,single,False,SLSQP,l2,1e-08,9.363466460791836,0.14476346969604492
random,nested,True,SLSQP,l2,0.05,7.6451997452784415,19.025775909423828
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.1534719467163086
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,28.825467109680176
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.14248275756835938
random,single,False,SLSQP,l2,0.01,20.146055011254802,0.14084744453430176
random,nested,False,L-BFGS-B,RSS,0.05,56.48783852744326,81.85225653648376
random,single,True,SLSQP,RSS,0.0,545.0823227049754,0.1458430290222168
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,44.68853211402893
random,nested,False,SLSQP,l2,0.01,7.51465619530175,36.40661573410034
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.14830851554870605
random,nested,False,L-BFGS-B,l2,1e-08,7.583489276326269,51.204639196395874
random,nested,False,SLSQP,RSS,1e-08,57.423420940077314,41.2055184841156
random,single,True,SLSQP,l2,0.05,7.693188236151321,0.15181970596313477
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.14815831184387207
random,nested,False,L-BFGS-B,RSS,1e-08,58.206330781722954,54.28179049491882
random,nested,False,SLSQP,l2,0.01,7.51465619530175,35.90645742416382
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,29.76286268234253
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,37.49043583869934
random,nested,False,Nelder-Mead,RSS,0.05,58.2849555046055,35.61840534210205
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.14197015762329102
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.13979244232177734
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,42.32910943031311
random,single,True,SLSQP,l2,0.05,7.693188236151321,0.1468644142150879
random,nested,False,SLSQP,l2,0.01,7.514656539380432,36.34347176551819
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.14495539665222168
random,nested,True,SLSQP,l2,0.0,7.481959063112654,36.51777911186218
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.1449286937713623
random,nested,True,SLSQP,l2,0.0,7.481959063112654,37.67272973060608
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.1456766128540039
random,nested,False,Nelder-Mead,l2,0.05,7.629026283363755,40.67111086845398
random,nested,False,SLSQP,l2,1e-08,7.6327825449269815,33.415478229522705
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,43.7193124294281
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,41.572046518325806
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.14451837539672852
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.14837098121643066
random,nested,False,L-BFGS-B,RSS,1e-08,56.571094632466405,64.85639595985413
random,nested,True,SLSQP,l2,0.0,7.481959063112654,31.104578495025635
random,single,True,SLSQP,l2,1e-08,15.892365265347351,0.14935898780822754
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,43.02607202529907
random,nested,False,SLSQP,l2,0.05,7.58772162569475,24.75097918510437
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.15024614334106445
random,nested,False,L-BFGS-B,l2,0.0,7.625162148171368,47.742849588394165
random,nested,False,L-BFGS-B,RSS,0.0,57.761676717994824,77.69674587249756
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,29.321388006210327
random,nested,False,L-BFGS-B,l2,0.05,7.621471635859655,62.25109934806824
random,single,False,SLSQP,l2,0.05,21.185781654157314,0.14292025566101074
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,17.558855056762695
random,nested,False,Nelder-Mead,l2,1e-08,7.567734546633305,36.6085307598114
random,single,False,SLSQP,l2,0.05,21.185781654157314,0.15088582038879395
random,single,False,SLSQP,l2,0.0,13.830021456284955,0.1522665023803711
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,17.552332878112793
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.14523673057556152
random,single,True,SLSQP,l2,0.0,12.9518596985911,0.14339494705200195
random,nested,True,SLSQP,RSS,0.01,57.4551764668491,38.512988567352295
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,43.573673248291016
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,35.78997588157654
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.15024185180664062
random,nested,False,SLSQP,RSS,0.05,57.94545008347642,29.96346139907837
random,nested,False,Nelder-Mead,RSS,1e-08,56.32208171464754,50.16522836685181
random,nested,True,SLSQP,l2,0.05,7.6451997452784415,18.81472945213318
random,nested,True,SLSQP,l2,0.05,7.6451997452784415,18.146948099136353
random,nested,False,SLSQP,RSS,0.05,57.94545008347642,29.758009433746338
random,nested,False,L-BFGS-B,RSS,0.05,56.48777088128307,85.48524379730225
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,30.02237582206726
random,single,True,SLSQP,l2,1e-08,15.892365265347351,0.14271068572998047
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.13738799095153809
random,nested,False,SLSQP,RSS,1e-08,57.423420940077314,40.64058804512024
random,single,True,SLSQP,l2,1e-08,15.892365265347351,0.1471235752105713
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,32.8918297290802
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,39.11780619621277
random,single,False,SLSQP,l2,1e-08,9.363466460791836,0.15059995651245117
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,18.19644546508789
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,42.27438712120056
random,single,False,SLSQP,l2,0.01,20.146055011254802,0.14270997047424316
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,40.551554679870605
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,34.36815142631531
random,nested,False,Nelder-Mead,RSS,0.05,57.78256890728347,35.44691729545593
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,32.897703886032104
random,single,False,SLSQP,l2,1e-08,9.363466460791836,0.14567041397094727
random,nested,False,SLSQP,l2,0.0,7.482408429534776,31.624796628952026
random,nested,False,L-BFGS-B,RSS,0.01,56.13917206952556,89.71222352981567
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.14715909957885742
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,18.195979118347168
random,nested,False,Nelder-Mead,RSS,1e-08,56.32208171464754,50.738410234451294
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.1416158676147461
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.14078044891357422
random,nested,False,L-BFGS-B,l2,0.01,7.6320491203574035,54.769320487976074
random,nested,False,L-BFGS-B,l2,0.05,7.609568630242977,75.85328030586243
random,single,False,SLSQP,RSS,0.01,512.5100180555932,0.14265966415405273
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,17.65334987640381
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.13988208770751953
random,nested,True,SLSQP,l2,0.05,7.6451997452784415,18.08043336868286
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.15008544921875
random,single,True,SLSQP,RSS,1e-08,262.2092833484549,0.14871621131896973
random,nested,False,SLSQP,RSS,0.05,57.94545008347642,31.27362322807312
random,nested,False,Nelder-Mead,l2,0.0,7.535221150390506,45.62032103538513
random,single,False,SLSQP,l2,0.0,13.830021456284955,0.14617419242858887
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.14522004127502441
random,nested,True,SLSQP,RSS,0.0,56.0040826758138,34.28694248199463
random,nested,True,SLSQP,RSS,0.01,57.4551764668491,39.00934362411499
random,single,True,SLSQP,l2,0.0,12.9518596985911,0.14975643157958984
random,nested,False,L-BFGS-B,RSS,0.0,57.761676717994824,90.39925980567932
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,27.66074252128601
random,nested,False,Nelder-Mead,l2,0.0,7.53522058335059,45.50969982147217
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.14528822898864746
random,nested,False,SLSQP,RSS,1e-08,57.423420940077314,41.054221391677856
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.14960479736328125
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.15250277519226074
random,nested,False,SLSQP,l2,0.0,7.482408429534776,31.758153200149536
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,41.995627880096436
random,nested,False,Nelder-Mead,RSS,0.05,57.78256890728347,37.11613202095032
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,18.15776228904724
random,nested,False,L-BFGS-B,RSS,0.05,56.488071713010996,79.06977725028992
random,nested,False,L-BFGS-B,RSS,1e-08,56.57574927743888,68.72076988220215
random,nested,False,L-BFGS-B,l2,0.01,7.6320491203574035,51.44853758811951
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,44.61590003967285
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.14504384994506836
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,44.050886392593384
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.15529894828796387
random,nested,False,L-BFGS-B,RSS,1e-08,56.57574927743888,67.72046613693237
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,41.66036558151245
random,nested,False,L-BFGS-B,l2,0.0,7.629256082056254,45.355361223220825
random,nested,False,Nelder-Mead,l2,0.05,7.595684795828973,44.49099111557007
random,nested,False,SLSQP,l2,1e-08,7.6327825449269815,33.30696129798889
random,nested,True,SLSQP,RSS,0.01,57.4551764668491,37.20145773887634
random,nested,True,SLSQP,l2,0.05,7.6451997452784415,18.273725032806396
random,single,False,SLSQP,l2,0.0,13.830021456284955,0.14926552772521973
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.14800333976745605
random,nested,False,L-BFGS-B,l2,1e-08,7.583490940367678,43.26376152038574
random,nested,False,Nelder-Mead,l2,0.0,7.535221150390506,46.609121799468994
random,nested,False,SLSQP,RSS,0.01,56.92523164562553,39.65166211128235
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,44.75849938392639
random,nested,True,SLSQP,RSS,0.0,56.033047785621676,25.525880336761475
random,nested,False,SLSQP,l2,0.01,7.51465619530175,34.28562903404236
random,nested,True,SLSQP,RSS,0.01,57.4551764668491,38.91469645500183
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,43.49908447265625
random,nested,False,SLSQP,l2,0.01,7.51465619530175,34.81777477264404
random,nested,False,SLSQP,RSS,0.05,57.94545008347642,30.46582269668579
random,nested,True,SLSQP,RSS,0.01,57.4551764668491,38.97219705581665
random,single,False,SLSQP,l2,0.05,21.185781654157314,0.1515207290649414
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.14224505424499512
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.14731550216674805
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,41.460585594177246
random,nested,False,L-BFGS-B,l2,0.05,7.609569155697749,74.21884989738464
random,nested,True,SLSQP,l2,0.01,7.555214284787354,27.296244621276855
random,nested,False,SLSQP,RSS,0.01,56.92523164562553,40.281111001968384
random,single,False,SLSQP,l2,0.05,21.185781654157314,0.14731240272521973
random,nested,False,Nelder-Mead,RSS,0.05,57.78145599636978,40.801912784576416
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,45.269620418548584
random,nested,False,L-BFGS-B,RSS,0.05,56.48777088128307,85.15729427337646
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.1452488899230957
random,nested,False,SLSQP,l2,0.05,7.58772162569475,22.12728452682495
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,33.13414001464844
random,single,False,SLSQP,RSS,0.01,512.5100180555932,0.1469745635986328
random,nested,True,SLSQP,l2,0.0,7.481959063112654,33.54059338569641
random,nested,False,Nelder-Mead,l2,0.0,7.535221360648264,45.59484243392944
random,nested,False,L-BFGS-B,l2,0.05,7.609568862986932,75.31232619285583
random,nested,False,L-BFGS-B,RSS,0.0,57.761676717994824,93.7109215259552
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.15102171897888184
random,nested,False,L-BFGS-B,l2,0.05,7.609607154169546,70.72582817077637
random,single,False,SLSQP,l2,0.01,20.146055011254802,0.14472222328186035
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.14430785179138184
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,40.93902134895325
random,nested,False,SLSQP,l2,0.01,7.51465619530175,35.94020628929138
random,nested,False,SLSQP,RSS,1e-08,57.49970870809698,39.36258935928345
random,nested,True,SLSQP,RSS,0.0,56.00407973550202,21.864019870758057
random,nested,False,SLSQP,RSS,0.05,57.94545008347642,30.849924087524414
random,nested,True,SLSQP,l2,0.05,7.6451997452784415,18.6385600566864
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,43.44991493225098
random,single,False,SLSQP,l2,0.01,20.146055011254802,0.14269566535949707
random,single,True,SLSQP,l2,0.05,7.693188236151321,0.1451265811920166
random,nested,False,SLSQP,RSS,0.0,57.635447220936065,27.909902095794678
random,nested,False,L-BFGS-B,RSS,1e-08,58.13749688457251,55.07818078994751
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.14093589782714844
random,single,False,SLSQP,l2,1e-08,9.363466460791836,0.14307260513305664
random,single,False,SLSQP,l2,0.0,13.830021456284955,0.14558768272399902
random,single,False,SLSQP,l2,0.01,20.146055011254802,0.14113497734069824
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.14795231819152832
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.14227294921875
random,single,False,SLSQP,l2,1e-08,9.363466460791836,0.14305400848388672
random,nested,True,SLSQP,l2,0.05,7.6451997452784415,18.584579706192017
random,nested,False,L-BFGS-B,RSS,0.01,56.13600353220952,89.36779761314392
random,nested,False,L-BFGS-B,l2,1e-08,7.583490940367678,47.32609272003174
random,single,True,SLSQP,RSS,0.0,545.0823227049754,0.1497492790222168
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,42.14010238647461
random,nested,False,SLSQP,l2,0.05,7.58772162569475,22.749114751815796
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,38.113914251327515
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,34.21444916725159
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.14633703231811523
random,nested,False,SLSQP,RSS,0.0,55.99429596122223,34.35884404182434
random,nested,False,Nelder-Mead,l2,0.05,7.594195720638576,43.42299294471741
random,single,False,SLSQP,l2,0.0,13.830021456284955,0.14915013313293457
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.1413593292236328
random,single,True,SLSQP,l2,0.0,12.9518596985911,0.14806747436523438
random,nested,False,L-BFGS-B,RSS,0.01,56.13600353220952,86.73059272766113
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,45.37348651885986
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,33.881532192230225
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,18.273144483566284
random,nested,True,SLSQP,RSS,0.01,57.4551764668491,37.18460655212402
random,nested,False,L-BFGS-B,RSS,1e-08,57.08509020480964,61.479459285736084
random,nested,False,Nelder-Mead,l2,0.05,7.594195720638576,43.566078662872314
random,nested,True,SLSQP,RSS,0.01,57.4551764668491,38.73498606681824
random,single,True,SLSQP,RSS,1e-08,262.2092833484549,0.15381336212158203
random,nested,False,Nelder-Mead,RSS,0.05,57.780511315705525,41.45210671424866
random,nested,False,Nelder-Mead,RSS,0.01,57.41608082835403,42.224143743515015
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,31.028671264648438
random,nested,False,SLSQP,RSS,0.01,56.92523164562553,38.37528395652771
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.14503264427185059
random,nested,False,L-BFGS-B,l2,1e-08,7.583490940367678,61.71866154670715
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.14786028861999512
random,single,False,SLSQP,l2,1e-08,9.363466460791836,0.14511704444885254
random,nested,False,L-BFGS-B,RSS,1e-08,57.25921992230326,68.14687275886536
random,nested,True,SLSQP,l2,0.01,7.555214284787354,24.082095861434937
random,nested,False,SLSQP,l2,0.0,7.482408429534776,30.94943070411682
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,45.9919707775116
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.13964605331420898
random,nested,True,SLSQP,l2,0.0,7.481959063112654,32.77064609527588
random,nested,False,L-BFGS-B,RSS,0.05,56.729220642735434,76.29489588737488
random,single,True,SLSQP,l2,1e-08,15.892365265347351,0.14342617988586426
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,18.36523127555847
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.1535778045654297
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.14716649055480957
random,nested,False,SLSQP,l2,0.05,7.58772162569475,24.062975883483887
random,nested,False,SLSQP,RSS,0.05,57.94545008347642,31.095242500305176
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,17.81324291229248
random,nested,True,SLSQP,l2,0.01,7.555214284787354,23.9158456325531
random,nested,True,SLSQP,l2,0.0,7.481959063112654,33.996370792388916
random,nested,False,Nelder-Mead,l2,0.05,7.629026283363755,40.46496868133545
random,nested,False,Nelder-Mead,l2,0.0,7.535221150390506,48.37019944190979
random,nested,False,L-BFGS-B,RSS,0.0,57.73935369003165,83.81115317344666
random,single,False,SLSQP,l2,0.05,21.185781654157314,0.14578795433044434
random,nested,False,L-BFGS-B,l2,0.05,7.609607154169546,71.44770050048828
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.14457297325134277
random,nested,False,Nelder-Mead,RSS,1e-08,56.32208171464754,52.992727279663086
random,nested,False,L-BFGS-B,RSS,1e-08,56.57574927743888,68.78116011619568
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,27.104264974594116
random,nested,False,Nelder-Mead,l2,1e-08,7.567734546633305,36.36507821083069
random,single,True,SLSQP,l2,1e-08,15.892365265347351,0.14837336540222168
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,43.8235445022583
random,single,False,SLSQP,l2,1e-08,9.363466460791836,0.14704179763793945
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,47.670796155929565
random,nested,True,SLSQP,l2,0.01,7.555214284787354,26.708003520965576
random,nested,True,SLSQP,l2,0.01,7.555214284787354,22.8589084148407
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.1499342918395996
random,single,True,SLSQP,RSS,0.0,545.0823227049754,0.15625739097595215
random,nested,False,L-BFGS-B,RSS,1e-08,58.206721513770006,55.770474910736084
random,nested,False,SLSQP,RSS,0.01,56.92523164562553,36.85099458694458
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,43.44639301300049
random,nested,False,SLSQP,l2,0.05,7.58772162569475,23.76168179512024
random,nested,True,SLSQP,RSS,0.0,56.00388818973274,28.207621574401855
random,nested,True,SLSQP,RSS,0.01,57.4551764668491,38.750218868255615
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.147291898727417
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.1478722095489502
random,single,True,SLSQP,RSS,0.0,545.0823227049754,0.1519322395324707
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,37.8040657043457
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,43.73488092422485
random,single,True,SLSQP,RSS,1e-08,262.2092833484549,0.1511063575744629
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.1434333324432373
random,single,True,SLSQP,RSS,1e-08,262.2092833484549,0.1529679298400879
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,43.53460240364075
random,single,False,SLSQP,l2,0.01,20.146055011254802,0.1471555233001709
random,single,True,SLSQP,RSS,1e-08,262.2092833484549,0.15470194816589355
random,nested,False,L-BFGS-B,l2,1e-08,7.583490940367686,52.06918478012085
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.14744257926940918
random,nested,True,SLSQP,l2,0.05,7.6451997452784415,18.73086714744568
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,18.23624563217163
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,45.40681433677673
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,18.1625759601593
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.14766240119934082
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.14782404899597168
random,nested,False,L-BFGS-B,l2,0.05,7.609568847126308,74.30120205879211
random,nested,False,L-BFGS-B,l2,0.05,7.6096078322997736,72.79900097846985
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,43.745819330215454
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,18.120747089385986
random,nested,False,SLSQP,l2,0.05,7.58772162569475,24.199280500411987
random,single,True,SLSQP,l2,0.05,7.693188236151321,0.14914965629577637
random,nested,True,SLSQP,l2,0.05,7.6451997452784415,18.24837875366211
random,nested,False,Nelder-Mead,l2,1e-08,7.567734546633305,34.972403049468994
random,nested,False,Nelder-Mead,RSS,0.05,57.78256890728347,37.129024267196655
random,nested,False,Nelder-Mead,l2,1e-08,7.567795331377971,34.9238760471344
random,nested,False,Nelder-Mead,RSS,1e-08,56.32208171464754,51.57717418670654
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.14627385139465332
random,nested,False,L-BFGS-B,RSS,1e-08,56.57574927743888,73.87151455879211
random,nested,False,Nelder-Mead,l2,1e-08,7.567734546633305,36.40071725845337
random,nested,False,L-BFGS-B,l2,0.05,7.609607154169546,71.74584341049194
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,37.973326206207275
random,nested,True,SLSQP,l2,0.01,7.555214284787354,24.746560096740723
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.14226746559143066
random,nested,False,L-BFGS-B,l2,0.05,7.6095797334639395,76.7519223690033
random,nested,True,SLSQP,RSS,0.0,56.128910249692865,24.333800792694092
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,17.682488918304443
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,43.46676540374756
random,single,True,SLSQP,l2,0.05,7.693188236151321,0.14696598052978516
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.14969372749328613
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.14985871315002441
random,nested,True,SLSQP,l2,0.05,7.6451997452784415,18.29855442047119
random,nested,False,L-BFGS-B,RSS,0.0,57.862827591359306,84.32294702529907
random,nested,False,SLSQP,RSS,0.01,56.92523164562553,39.601728677749634
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,18.23781394958496
random,nested,False,L-BFGS-B,RSS,1e-08,57.07673795244174,61.58954954147339
random,nested,False,Nelder-Mead,l2,1e-08,7.567734546633305,35.930341720581055
random,single,False,SLSQP,l2,0.05,21.185781654157314,0.14635872840881348
random,nested,False,SLSQP,l2,1e-08,7.6327825449269815,33.3848443031311
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.14925360679626465
random,nested,False,L-BFGS-B,RSS,0.01,56.13600353220952,74.80450367927551
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,37.06376028060913
random,single,True,SLSQP,l2,1e-08,15.892365265347351,0.14371180534362793
random,nested,False,SLSQP,l2,0.05,7.58772162569475,22.765565633773804
random,single,True,SLSQP,l2,0.0,12.9518596985911,0.1451551914215088
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,43.55195212364197
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,39.614863872528076
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,18.16732144355774
random,nested,False,Nelder-Mead,RSS,0.05,58.2849555046055,43.69510507583618
random,nested,False,L-BFGS-B,RSS,0.0,58.119145400186156,74.31729173660278
random,nested,False,L-BFGS-B,l2,0.0,7.625164874851415,47.67083692550659
random,single,False,SLSQP,l2,0.0,13.830021456284955,0.14723491668701172
random,nested,False,Nelder-Mead,RSS,0.05,57.78256890728347,37.01356816291809
random,nested,True,SLSQP,RSS,0.0,55.96493285103739,36.930124282836914
random,nested,False,SLSQP,l2,1e-08,7.6327825449269815,32.94257879257202
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,42.004976987838745
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,45.53652286529541
random,nested,False,SLSQP,l2,0.05,7.58772162569475,21.285300493240356
random,nested,False,Nelder-Mead,RSS,1e-08,56.32208171464754,52.70206117630005
random,nested,True,SLSQP,l2,0.01,7.555214284787354,22.9444477558136
